t,ax,ay,az,gx,gy,gz,temp
0.333,0.062169,-0.002391,9.872907,0.005321,-0.005321,0,26.375
0.334,0.069342,-0.011956,9.906382,0.00745,0.001064,-0.002128,26.625
0.335,0.052604,0.035867,9.853778,0.003193,-0.005321,0,26.625
0.336,0.083689,0.02152,9.860951,0.004257,0.001064,0,26.375
0.337,0.076516,0.023911,9.872907,0.004257,-0.003193,0.004257,26.5
0.338,0.04304,-0.011956,9.863342,0.005321,-0.004257,0.001064,26.5625
0.339,0.071733,0.02152,9.892036,0.008514,-0.006385,0.008514,26.6875
0.34,0.047822,0.007173,9.911165,0.004257,-0.00745,-0.003193,26.5625
0.341,0.040649,-0.026302,9.899209,0.004257,-0.003193,0.003193,26.6875
0.342,0.026302,0.028693,9.925511,0.00745,-0.004257,0.009578,26.5
0.343,0.004782,0.026302,9.870516,-0.001064,-0.004257,-0.001064,26.3125
0.344,0.007173,0.016738,9.927902,-0.004257,0,0.006385,26.5
0.345,0.057387,0.026302,9.851387,0.004257,-0.003193,0.002128,26.5625
0.346,-0.04304,0.040649,9.844213,0.001064,-0.00745,-0.004257,26.3125
0.347,0.009564,-0.004782,9.884862,-0.002128,0.003193,0.003193,26.625
0.348,0.033476,0.026302,9.810738,0.002128,-0.004257,0.005321,26.5
0.349,0.038258,0.011956,9.767698,0.005321,-0.002128,0.003193,26.5
0.35,0.02152,-0.009564,9.848996,0.005321,0.001064,0.00745,26.5
0.351,0.069342,0.014347,9.801173,0.00745,-0.003193,-0.002128,26.6875
0.352,0.054996,-0.011956,9.88008,0.001064,-0.001064,-0.003193,26.6875
0.353,0.066951,0.016738,9.872907,0.008514,-0.005321,0,26.6875
0.354,0.081298,0.004782,9.899209,0.00745,-0.004257,0.005321,26.5625
0.355,0.038258,0.009564,9.908773,0.006385,-0.00745,-0.004257,26.6875
0.356,0.031084,0.014347,9.884862,0.00745,-0.001064,0.001064,26.375
0.357,0.026302,0.033476,9.860951,0.005321,-0.003193,0.004257,26.5
0.358,0.023911,0.026302,9.875298,0.004257,0.001064,0.006385,26.625
0.359,-0.031084,0.014347,9.88008,0.004257,-0.001064,0.008514,26.5
0.36,-0.002391,0.007173,9.894427,0.001064,-0.003193,0,26.625
0.361,0.011956,0.007173,9.822693,0.006385,-0.005321,0.002128,26.4375
0.362,-0.004782,0.031084,9.848996,0,0.005321,0.002128,26.625
0.363,0.002391,0.047822,9.846604,-0.001064,-0.003193,0.005321,26.625
0.364,0.04304,0.023911,9.822693,0.001064,-0.001064,0.005321,26.3125
0.365,0.033476,0.004782,9.827476,0.009578,-0.006385,-0.001064,26.625
0.366,0.047822,0.02152,9.832258,0.00745,-0.005321,-0.002128,26.5625
0.367,0.052604,-0.007173,9.846604,-0.001064,-0.006385,0.001064,26.5625
0.368,0.098036,-0.016738,9.889645,0.006385,-0.002128,0,26.375
0.369,0.045431,-0.011956,9.860951,0,0.004257,0.008514,26.6875
0.37,0.074125,-0.009564,9.877689,0.003193,0,0,26.5
0.371,0.066951,-0.009564,9.872907,0.006385,-0.002128,0.002128,26.5
0.372,0.052604,0.031084,9.846604,0,-0.006385,0.003193,26.5625
0.373,0.040649,0.016738,9.908773,0.001064,-0.002128,0,26.6875
0.374,0.031084,-0.009564,9.877689,0.005321,-0.004257,0.001064,26.3125
0.375,0.02152,0.023911,9.958987,0.002128,-0.001064,0.00745,26.625
0.376,0.031084,0.033476,9.892036,0.004257,0.001064,0.006385,26.5625
0.377,0.023911,0.023911,9.846604,0.002128,-0.005321,0,26.4375
0.378,0.04304,0.019129,9.863342,0,-0.002128,0.001064,26.4375
0.379,-0.011956,0.002391,9.863342,0.002128,0.001064,0.001064,26.5
0.38,0.016738,-0.004782,9.865733,0.001064,-0.006385,0.003193,26.6875
0.381,0.007173,0.031084,9.844213,0,0,-0.002128,26.6875
0.382,0.016738,-0.011956,9.865733,0.00745,0.001064,-0.003193,26.4375
0.383,0.016738,0.019129,9.789218,0,-0.003193,0.001064,26.3125
0.384,0.033476,-0.011956,9.834649,0.005321,-0.003193,0.002128,26.625
0.385,0.02152,0.026302,9.810738,0.005321,-0.003193,0.008514,26.6875
0.386,0.078907,0.050213,9.841822,0.003193,-0.002128,0.002128,26.4375
0.387,0.045431,0.035867,9.863342,0.003193,0,-0.001064,26.5
0.388,0.04304,0.014347,9.856169,0.001064,-0.002128,0.006385,26.6875
0.389,0.078907,-0.02152,9.88008,0.002128,-0.004257,0.003193,26.5625
0.39,0.066951,0.038258,9.865733,0.00745,-0.001064,0.002128,26.5
0.391,0.045431,0.026302,9.894427,0.00745,0.004257,0,26.5
0.392,0.047822,0.023911,9.925511,0.003193,-0.003193,0.004257,26.5625
0.393,0.054996,0.028693,9.903991,0.002128,-0.004257,0.001064,26.625
0.394,0.02152,0.026302,9.868125,0.005321,-0.005321,-0.004257,26.3125
0.395,0.026302,0.054996,9.825084,0,0.002128,0.001064,26.3125
0.396,0.011956,0.016738,9.875298,0.005321,-0.003193,0.006385,26.5
0.397,-0.004782,0.031084,9.789218,0.001064,-0.001064,0.004257,26.375
0.398,-0.002391,0.023911,9.841822,0.005321,-0.003193,0.008514,26.4375
0.399,0.016738,-0.02152,9.868125,0.006385,0.001064,0.008514,26.5625
0.4,0.031084,0.016738,9.817911,0.006385,0,0.001064,26.625
0.401,0.095645,0.026302,9.882471,0.001064,0.002128,0.001064,26.625
0.402,0.028693,0.007173,9.860951,0.005321,-0.003193,-0.001064,26.5
0.403,0.052604,0.057387,9.808347,0.004257,-0.001064,0.005321,26.5
0.404,0.066951,-0.031084,9.868125,0.005321,-0.002128,0.003193,26.5
0.405,0.08608,0.004782,9.889645,0.004257,-0.003193,0.00745,26.625
0.406,0.045431,0.031084,9.865733,0.006385,0.002128,-0.002128,26.4375
0.407,0.050213,0.007173,9.903991,-0.001064,-0.006385,0.002128,26.375
0.408,0.016738,0.014347,9.872907,0.003193,-0.002128,0.002128,26.4375
0.409,0.031084,0.004782,9.88008,0.003193,-0.002128,0.002128,26.5
0.41,-0.016738,0,9.870516,0.003193,-0.006385,-0.001064,26.3125
0.411,0.026302,0.04304,9.83704,0.005321,-0.001064,0.002128,26.625
0.412,0.028693,0.019129,9.856169,0.003193,-0.002128,-0.002128,26.5625
0.413,-0.007173,0.007173,9.796391,0,-0.001064,-0.001064,26.6875
0.414,0.040649,0.023911,9.822693,0.005321,-0.001064,0.001064,26.5625
0.415,0.014347,0.035867,9.786827,-0.004257,-0.003193,0.001064,26.5
0.416,0.002391,-0.011956,9.884862,0.00745,0.004257,0.004257,26.625
0.417,0.040649,0.04304,9.870516,0.004257,-0.002128,0.001064,26.5
0.418,0.038258,-0.009564,9.851387,0.003193,-0.004257,0.005321,26.3125
0.419,0.057387,0.016738,9.85856,0.004257,-0.001064,0.006385,26.5
0.42,0.114773,-0.016738,9.894427,0.00745,-0.003193,0,26.3125
0.421,0.093253,0.009564,9.860951,0.003193,-0.004257,0.012771,26.625
0.422,0.031084,0.004782,9.846604,0.005321,-0.002128,0.001064,26.25
0.423,0.06456,-0.004782,9.817911,0.005321,-0.002128,-0.001064,26.625
0.424,0.023911,0.007173,9.882471,0.00745,-0.002128,0.002128,26.4375
0.425,0.066951,0.047822,9.92312,0.010642,-0.002128,0,26.5
0.426,0.047822,-0.011956,9.882471,0.002128,-0.001064,0,26.4375
0.427,0.033476,0.02152,9.958987,0.005321,-0.002128,0.001064,26.5625
0.428,0.078907,0.014347,9.906382,0.003193,-0.003193,0.001064,26.5625
0.429,0.052604,0.007173,9.870516,-0.002128,-0.001064,0.002128,26.6875
0.43,-0.009564,0.011956,9.882471,0.003193,-0.004257,0.001064,26.1875
0.431,-0.009564,0.035867,9.865733,-0.002128,0.001064,0.005321,26.3125
0.432,0.004782,-0.002391,9.894427,0.004257,0,0.008514,26.5
0.433,0.007173,0.04304,9.839431,0.005321,0.004257,-0.002128,26.3125
0.434,0.004782,0.031084,9.85856,0.008514,0.001064,0.005321,26.6875
0.435,0.023911,0.023911,9.856169,-0.001064,0,0.003193,26.375
0.436,0.035867,0.009564,9.817911,0.006385,-0.004257,0.003193,26.4375
0.437,0.038258,0.011956,9.844213,0.002128,0.003193,0.005321,26.625
0.438,0.054996,0.026302,9.872907,0.006385,0,0,26.5625
0.439,0.059778,0.023911,9.872907,0.005321,-0.003193,0.004257,26.375
0.44,0.04304,0.050213,9.827476,0.003193,0.001064,-0.002128,26.5625
0.441,0.095645,-0.007173,9.88008,0.002128,-0.003193,0.004257,26.8125
0.442,0.028693,0.040649,9.918338,0.008514,-0.003193,0.005321,26.625
0.443,0.06456,0.014347,9.906382,0.004257,-0.004257,-0.003193,26.5625
0.444,0.028693,0.033476,9.892036,0.002128,-0.001064,0.001064,26.5
0.445,0.083689,-0.016738,9.872907,0.00745,-0.005321,0,26.5
0.446,0.06456,0.023911,9.870516,0.002128,-0.008514,0.001064,26.5
0.447,0.016738,0.014347,9.925511,0.001064,-0.001064,0.005321,26.625
0.448,0.02152,0.047822,9.915947,0.003193,-0.005321,0.004257,26.5625
0.449,0.004782,0.045431,9.930293,0.004257,-0.005321,-0.002128,26.625
0.45,0.019129,0.06456,9.844213,0.005321,-0.001064,0.003193,26.625
0.451,0.004782,0.047822,9.856169,0.005321,0,0.005321,26.625
0.452,-0.04304,0.026302,9.832258,0.002128,-0.005321,0,26.5
0.453,-0.016738,0.019129,9.784436,0.001064,0,0.005321,26.5625
0.454,0.047822,0.014347,9.829867,0.004257,-0.004257,0.001064,26.75
0.455,0.06456,0.011956,9.846604,0.003193,-0.001064,-0.001064,26.6875
0.456,0.035867,0.023911,9.839431,0.00745,-0.003193,0.004257,26.625
0.457,0.057387,0.031084,9.85856,0.00745,0.001064,0.001064,26.4375
0.458,0.047822,0.016738,9.841822,0.002128,0.005321,0.006385,26.6875
0.459,0.069342,0.007173,9.925511,0.010642,-0.002128,0.001064,26.5
0.46,0.054996,0.014347,9.889645,0.003193,-0.001064,0.004257,26.4375
0.461,0.112382,0.009564,9.884862,0.004257,-0.005321,0.002128,26.5
0.462,0.054996,0.014347,9.906382,0.006385,-0.001064,-0.005321,26.5625
0.463,0.011956,0.054996,9.887253,0.005321,-0.004257,-0.002128,26.5
0.464,0.016738,0.026302,9.889645,-0.002128,-0.002128,0.010642,26.4375
0.465,0.040649,0.026302,9.892036,0.004257,0.002128,0.001064,26.6875
0.466,-0.031084,0.016738,9.882471,0.001064,-0.003193,-0.001064,26.625
0.467,0.014347,0.045431,9.810738,0.001064,-0.001064,0.002128,26.5
0.468,0.016738,0.031084,9.794,-0.003193,-0.002128,0.001064,26.5625
0.469,0.047822,-0.02152,9.779653,0.006385,-0.004257,0,26.375
0.47,0.06456,0.016738,9.817911,0,-0.005321,-0.006385,26.5
0.471,0.031084,-0.014347,9.882471,0.003193,-0.005321,0.003193,26.625
0.472,0.050213,0.011956,9.913556,0.00745,-0.001064,0.002128,26.6875
0.473,0.083689,0.016738,9.88008,0.010642,0.001064,-0.001064,26.375
0.474,0.109991,0.047822,9.865733,0.00745,-0.006385,0.004257,26.6875
0.475,0.098036,0.057387,9.92312,0.00745,-0.00745,0.005321,26.625
0.476,0.040649,0.014347,9.92312,0.003193,0.006385,0.001064,26.375
0.477,0.071733,0.007173,9.892036,0.005321,0,0.004257,26.4375
0.478,0.033476,0.04304,9.863342,0.004257,0.002128,0,26.5
0.479,0.057387,0.007173,9.899209,0.004257,-0.002128,0.002128,26.5
0.48,0.071733,0.031084,9.915947,0.010642,-0.006385,0.00745,26.4375
0.481,0.093253,0.023911,9.9016,0,-0.006385,0.003193,26.375
0.482,0.066951,0.028693,9.9016,0.004257,-0.003193,0.009578,26.5
0.483,0.031084,0.014347,9.892036,0.005321,-0.001064,0,26.4375
0.484,0.019129,0.009564,9.860951,0,-0.004257,0.003193,26.5
0.485,-0.009564,0.026302,9.887253,0.008514,0.003193,0,26.5
0.486,0.009564,0.028693,9.870516,0.005321,0.001064,0.003193,26.625
0.487,0.002391,0.026302,9.925511,0.004257,0,0.004257,26.625
0.488,-0.002391,0.011956,9.856169,0,0.001064,-0.005321,26.4375
0.489,0.002391,0.031084,9.810738,-0.003193,0.001064,0.002128,26.5625
0.49,0.02152,0.06456,9.841822,0.002128,-0.001064,-0.001064,26.6875
0.491,0.019129,0.069342,9.786827,0.002128,0,0.001064,26.3125
0.492,0.007173,0.059778,9.846604,0.001064,-0.008514,0.004257,26.5
0.493,0.050213,0.023911,9.741396,0.002128,0,0.004257,26.625
0.494,0.054996,0.045431,9.808347,0.005321,-0.003193,-0.001064,26.5
0.495,0.057387,0.035867,9.796391,0,-0.003193,-0.002128,26.5625
0.496,0.066951,0.04304,9.892036,0.006385,-0.001064,-0.004257,26.4375
0.497,0.06456,0.009564,9.915947,0.006385,-0.001064,-0.001064,26.5625
0.498,0.047822,0.007173,9.856169,0.008514,-0.003193,-0.003193,26.5
0.499,0.076516,0.011956,9.88008,0.001064,-0.003193,-0.001064,26.5625
0.5,0.052604,0.040649,9.887253,0.00745,-0.003193,0.002128,26.4375
0.501,0.100427,0.009564,9.882471,0.010642,-0.005321,0.002128,26.5
0.502,0.057387,0.011956,9.911165,0.001064,0.002128,-0.001064,26.375
0.503,0.02152,0.033476,9.918338,0.005321,-0.006385,0.003193,26.5
0.504,0.007173,0.02152,9.9016,0.005321,-0.001064,0,26.75
0.505,0.007173,0.045431,9.9016,0.009578,-0.005321,0.001064,26.5
0.506,0.004782,0.045431,9.872907,0.006385,0.003193,0.003193,26.625
0.507,0.004782,0.050213,9.877689,0.003193,-0.002128,0.002128,26.625
0.508,0.002391,0.074125,9.777262,-0.001064,0.001064,0.003193,26.5
0.509,0.035867,-0.011956,9.813129,0,-0.002128,0.003193,26.625
0.51,0.009564,0.038258,9.825084,0.005321,-0.002128,0.004257,26.6875
0.511,0.035867,-0.019129,9.834649,0.004257,-0.004257,0.002128,26.5
0.512,0.047822,0.02152,9.829867,0.006385,-0.005321,0,26.1875
0.513,0.057387,0.031084,9.88008,0.003193,0,0.001064,26.375
0.514,0.098036,-0.009564,9.906382,0.002128,0.001064,-0.001064,26.4375
0.515,0.052604,0.007173,9.9016,0.010642,-0.001064,0.005321,26.625
0.516,0.074125,0.014347,9.848996,0.006385,-0.003193,0.001064,26.5
0.517,0.088471,0.014347,9.920729,0.001064,-0.002128,0.006385,26.5625
0.518,0.062169,0.026302,9.887253,0.001064,-0.00745,-0.002128,26.4375
0.519,0.052604,0.028693,9.896818,0.003193,-0.001064,0,26.375
0.52,0.014347,-0.004782,9.887253,0.001064,-0.006385,-0.001064,26.5
0.521,0.002391,0.045431,9.848996,-0.001064,-0.001064,0.005321,26.3125
0.522,-0.002391,0.071733,9.925511,0.005321,0.002128,-0.002128,26.625
0.523,-0.026302,0.052604,9.932685,0.00745,-0.004257,0.005321,26.5625
0.524,-0.007173,0.054996,9.83704,0.003193,-0.003193,-0.006385,26.5625
0.525,0.023911,0.026302,9.863342,0,-0.004257,-0.002128,26.6875
0.526,0.04304,0.019129,9.798782,0.002128,-0.005321,0.002128,26.4375
0.527,0.033476,0.040649,9.803564,-0.002128,-0.001064,0.006385,26.375
0.528,0.02152,0.002391,9.820302,-0.004257,0.002128,0.002128,26.625
0.529,0.088471,0.004782,9.863342,0.004257,-0.003193,-0.003193,26.625
0.53,0.093253,0.014347,9.911165,0.00745,-0.002128,0.003193,26.625
0.531,0.081298,-0.019129,9.88008,0.006385,-0.008514,0.003193,26.4375
0.532,0.059778,0.011956,9.877689,0.003193,-0.003193,-0.001064,26.625
0.533,0.059778,-0.009564,9.92312,0.006385,-0.005321,0.008514,26.5625
0.534,0.045431,0.038258,9.860951,0.001064,-0.005321,-0.002128,26.5
0.535,0.047822,0.028693,9.892036,0.003193,-0.009578,0.002128,26.5
0.536,0.033476,0.038258,9.903991,0.005321,-0.002128,0.002128,26.5
0.537,0.040649,0.052604,9.913556,-0.002128,0.001064,0.002128,26.5
0.538,0.009564,0.016738,9.88008,0.009578,-0.004257,0.001064,26.6875
0.539,-0.002391,0.028693,9.894427,0.002128,0.001064,0.003193,26.5
0.54,0.066951,0.050213,9.796391,0.004257,-0.003193,0.002128,26.6875
0.541,0.076516,0.04304,9.841822,0.002128,-0.005321,0.005321,26.625
0.542,0.040649,0.02152,9.779653,0.003193,0,-0.001064,26.6875
0.543,0.047822,0.011956,9.810738,0,0.001064,0.003193,26.4375
0.544,0.026302,0.04304,9.839431,0.003193,-0.004257,0.002128,26.625
0.545,0.069342,0,9.83704,0.008514,-0.00745,0.004257,26.375
0.546,0.04304,0.019129,9.882471,0.00745,-0.001064,0.002128,26.375
0.547,0.078907,0.019129,9.887253,0.005321,0.003193,0.005321,26.6875
0.548,0.066951,0.050213,9.911165,0.008514,-0.002128,0.001064,26.6875
0.549,0.054996,0.014347,9.88008,0.008514,0,0.004257,26.625
0.55,0.011956,0.009564,9.853778,0.005321,-0.003193,0.002128,26.5625
0.551,0.009564,0.004782,9.884862,0.002128,-0.002128,0.002128,26.5
0.552,0.059778,0.019129,9.903991,0.002128,-0.002128,0.00745,26.5
0.553,0.007173,0.040649,9.896818,0.001064,-0.002128,0.005321,26.5625
0.554,-0.004782,0.023911,9.889645,0.002128,0,0.004257,26.4375
0.555,-0.014347,0.033476,9.932685,0.003193,-0.006385,0,26.4375
0.556,0.011956,0.028693,9.882471,0,0.002128,0.002128,26.375
0.557,0.02152,0.04304,9.805956,-0.001064,-0.001064,0.005321,26.4375
0.558,-0.002391,0.007173,9.844213,0.005321,-0.001064,0.006385,26.5
0.559,0.014347,0.06456,9.779653,0.005321,-0.001064,-0.001064,26.5
0.56,0.031084,0.045431,9.813129,0.002128,0.003193,0.002128,26.625
0.561,0.047822,0.019129,9.851387,0.004257,-0.004257,0.001064,26.5
0.562,0.069342,0.028693,9.882471,0.003193,-0.004257,0.004257,26.625
0.563,0.033476,0.016738,9.856169,0.001064,-0.003193,0.006385,26.4375
0.564,0.069342,-0.026302,9.882471,0.006385,-0.003193,0.006385,26.25
0.565,0.076516,0.040649,9.915947,0.006385,0,-0.004257,26.8125
0.566,0.062169,0.016738,9.848996,0.006385,-0.005321,0.00745,26.375
0.567,0.06456,0.004782,9.877689,0.004257,-0.005321,0.004257,26.4375
0.568,0.045431,0.007173,9.9016,0.005321,-0.003193,0.003193,26.4375
0.569,0.026302,-0.009564,9.911165,0.00745,-0.00745,-0.002128,26.375
0.57,-0.033476,0.014347,9.894427,0.001064,-0.001064,0.005321,26.6875
0.571,-0.045431,0.040649,9.915947,-0.001064,0.003193,0.003193,26.5625
0.572,0.016738,0.083689,9.853778,0.001064,0,0.004257,26.5
0.573,0.011956,0.02152,9.817911,0.001064,0,0.002128,26.5
0.574,0.004782,0.040649,9.829867,0.005321,-0.002128,0,26.3125
0.575,0.045431,0.009564,9.789218,0.005321,-0.004257,0,26.375
0.576,0.007173,0.014347,9.829867,0.002128,0,-0.001064,26.5625
0.577,0.045431,0.02152,9.829867,0.002128,-0.004257,-0.003193,26.625
0.578,0.08608,0.016738,9.817911,0.004257,-0.003193,0.002128,26.5
0.579,0.076516,0.02152,9.860951,0.005321,-0.002128,0,26.5625
0.58,0.057387,0.047822,9.870516,0.006385,-0.001064,0,26.5625
0.581,0.028693,0.028693,9.906382,0.005321,-0.005321,0.004257,26.6875
0.582,0.071733,0.009564,9.882471,0.001064,-0.004257,0.001064,26.4375
0.583,0.076516,-0.002391,9.920729,0.001064,-0.006385,-0.002128,26.4375
0.584,0.02152,0.009564,9.856169,0.006385,-0.005321,-0.001064,27
0.585,0.014347,0.026302,9.937467,0.006385,-0.004257,-0.002128,26.375
0.586,0.002391,-0.011956,9.875298,0.00745,-0.004257,0.001064,26.5
0.587,-0.004782,0.04304,9.903991,0.002128,0,0,26.4375
0.588,0.031084,0.031084,9.841822,0,-0.005321,0,26.5625
0.589,0.033476,0.023911,9.829867,0.003193,-0.004257,0.004257,26.5625
0.59,0.023911,0.023911,9.829867,0.005321,-0.004257,0.005321,26.5
0.591,0.038258,0.033476,9.829867,-0.001064,0,0,26.625
0.592,0.040649,0.040649,9.827476,0.002128,-0.003193,-0.004257,26.5
0.593,-0.016738,-0.009564,9.796391,0.006385,-0.004257,0.001064,26.8125
0.594,0.033476,-0.028693,9.848996,0.003193,-0.005321,0.001064,26.3125
0.595,0.040649,-0.023911,9.832258,0.002128,0.002128,0.005321,26.6875
0.596,0.062169,0.04304,9.884862,0.001064,0.001064,-0.003193,26.5625
0.597,0.023911,-0.02152,9.834649,0.002128,-0.001064,0.00745,26.375
0.598,0.052604,-0.016738,9.899209,0.003193,0.002128,0.00745,26.4375
0.599,0.04304,0.009564,9.860951,0.001064,0.001064,0.001064,26.5
0.6,0.095645,0.078907,9.915947,0.004257,-0.009578,0.001064,26.3125
0.601,0.066951,-0.007173,9.887253,0,-0.00745,-0.001064,26.5
0.602,0.052604,0.06456,9.887253,0.005321,0.001064,0.001064,26.375
0.603,0.038258,0.019129,9.877689,0.003193,-0.004257,-0.002128,26.3125
0.604,0.035867,0.014347,9.906382,0.003193,-0.011706,0.003193,26.5625
0.605,0.004782,0.02152,9.865733,0.002128,-0.003193,-0.003193,26.4375
0.606,0.026302,0.04304,9.930293,0.005321,-0.003193,-0.002128,26.5625
0.607,-0.035867,0.028693,9.882471,0.003193,-0.002128,0.001064,26.625
0.608,0.002391,0.054996,9.863342,0.003193,-0.001064,0.001064,26.5625
0.609,-0.009564,0.08608,9.942249,0.001064,0.001064,-0.002128,26.5
0.61,0.002391,0.050213,9.803564,0,-0.002128,0.003193,26.625
0.611,0.02152,0.014347,9.834649,0.003193,0.002128,0,26.625
0.612,0.019129,0.019129,9.81552,0.002128,-0.006385,-0.002128,26.625
0.613,0.100427,-0.002391,9.85856,-0.001064,0.002128,0.003193,26.625
0.614,0.028693,0.004782,9.877689,0.004257,-0.001064,0.006385,26.375
0.615,0.083689,0.02152,9.83704,0.006385,-0.003193,0.001064,26.5625
0.616,0.045431,0.002391,9.865733,0.004257,-0.002128,0.008514,26.6875
0.617,0.06456,0.019129,9.9016,0.008514,0,0.003193,26.625
0.618,0.090862,0.011956,9.927902,0.009578,0,-0.005321,26.5
0.619,0.04304,-0.002391,9.911165,0.008514,-0.005321,0.008514,26.625
0.62,0.074125,0.02152,9.860951,0.00745,-0.005321,0.002128,26.625
0.621,-0.007173,0.002391,9.896818,0.004257,0.001064,0.004257,26.6875
0.622,0.007173,0.035867,9.884862,0.002128,-0.00745,-0.002128,26.625
0.623,-0.033476,0.076516,9.896818,0.002128,-0.001064,0.002128,26.5
0.624,0.014347,0.035867,9.851387,0.003193,0,0.00745,26.6875
0.625,0.011956,0.033476,9.913556,0.00745,-0.004257,0.004257,26.375
0.626,0.038258,0.050213,9.860951,0.002128,-0.003193,0.003193,26.375
0.627,-0.009564,0.074125,9.875298,0,-0.001064,0.001064,26.5625
0.628,0.019129,0.009564,9.832258,0.004257,0.003193,0,26.4375
0.629,0.004782,0.019129,9.801173,0,0.002128,0,26.5
0.63,0.028693,0.011956,9.796391,0.002128,0,0.004257,26.625
0.631,0.057387,-0.014347,9.81552,0.003193,-0.00745,0,26.5
0.632,0.023911,0.002391,9.870516,0.004257,-0.004257,0.001064,26.4375
0.633,0.088471,0.014347,9.920729,0.006385,-0.001064,0.006385,26.6875
0.634,0.066951,-0.011956,9.839431,-0.001064,0.002128,0,26.4375
0.635,0.074125,0.007173,9.951813,0.00745,-0.002128,0.003193,26.625
0.636,0.066951,0.04304,9.894427,0.006385,-0.004257,0.002128,26.625
0.637,0.045431,-0.004782,9.918338,0.004257,-0.001064,-0.00745,26.6875
0.638,0.019129,-0.007173,9.889645,0.00745,-0.004257,-0.001064,26.625
0.639,-0.047822,0.011956,9.925511,0.001064,0,0.004257,26.4375
0.64,0.031084,0.009564,9.9016,0.003193,-0.002128,-0.002128,26.6875
0.641,-0.011956,0.052604,9.846604,0.001064,-0.006385,0.004257,26.375
0.642,0.011956,0.028693,9.801173,0,0.001064,-0.001064,26.625
0.643,0.028693,0.033476,9.825084,0.005321,-0.004257,-0.001064,26.5625
0.644,0.031084,-0.004782,9.798782,0.004257,-0.001064,0.003193,26.5
0.645,0.040649,0,9.81552,0.001064,-0.001064,0.008514,26.3125
0.646,0.071733,-0.023911,9.892036,0.005321,-0.001064,-0.002128,26.5
0.647,0.04304,0.031084,9.918338,0.003193,0.003193,0.003193,26.375
0.648,0.057387,-0.016738,9.829867,0.004257,-0.003193,-0.002128,26.3125
0.649,0.078907,0.007173,9.892036,0.005321,-0.004257,-0.003193,26.4375
0.65,0.066951,0.007173,9.875298,0.006385,-0.001064,0.002128,26.5625
0.651,0.062169,0.028693,9.9016,0.004257,-0.004257,-0.002128,26.625
0.652,0.002391,0.02152,9.942249,0.003193,-0.004257,-0.003193,26.6875
0.653,-0.019129,0.040649,9.918338,0.004257,-0.004257,0.001064,26.5
0.654,-0.02152,0.062169,9.925511,0.002128,-0.005321,0.002128,26.1875
0.655,0.002391,0.069342,9.803564,0,-0.004257,0.001064,26.3125
0.656,0.016738,0.045431,9.829867,0.004257,-0.001064,0.003193,26.625
0.657,-0.031084,0,9.777262,-0.001064,-0.003193,0.006385,26.8125
0.658,0.031084,-0.026302,9.782044,0.002128,0,0.002128,26.5
0.659,0.040649,0.028693,9.844213,0.004257,-0.004257,0.003193,26.625
0.66,0.050213,0.002391,9.860951,-0.001064,-0.002128,-0.001064,26.5625
0.661,0.081298,-0.007173,9.908773,0.009578,-0.003193,0.004257,26.3125
0.662,0.059778,0.014347,9.860951,0.008514,0,0.006385,26.375
0.663,0.100427,-0.004782,9.927902,-0.001064,0.004257,-0.001064,26.5
0.664,0.078907,0.02152,9.88008,0.003193,-0.002128,0.004257,26.375
0.665,0.054996,0.014347,9.894427,0.005321,-0.005321,0.004257,26.4375
